pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate,lumclass,plx,e_plx,Teff,e_Teff
CoRoT-27 b,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.57532,6e-05,-6e-05,0,11.287463,0.493196,-0.493196,0,0.034,0.0,0.0,1,86.7,1.2,-0.87,0,2455748.685,0.001,-0.001,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5900.0,120.0,-120.0,0,1.08,0.18,-0.06,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.774,0.103,-0.103,12.985,0.033,-0.033,2019-03-18,2017-06,2019-03-21,,nan,nan,nan,nan
CoRoT-28 b,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.20851,0.00038,-0.00038,0,10.704595,0.739794,-0.739794,0,0.071,0.0,0.0,1,88.1,0.8,-0.8,0,2455755.8474,0.0029,-0.0029,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5150.0,100.0,-100.0,0,1.78,0.11,-0.11,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.783,0.069,-0.069,11.032,0.025,-0.025,2019-03-18,2017-06,2019-03-21,,nan,nan,nan,nan
CoRoT-29 b,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.85057,6e-06,-6e-06,0,10.0881,1.79344,-1.79344,0,0.12,0.0,0.0,1,87.3,2.7,-2.7,0,2455753.1158,0.001,-0.001,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5260.0,100.0,-100.0,0,0.9,0.12,-0.12,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.408,0.126,-0.126,13.048,0.031,-0.031,2019-03-18,2017-06,2019-03-21,,nan,nan,nan,nan
CoRoT-3 b,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,4.2567994,3.5e-06,-3.5e-06,0,11.623733,0.773421,-0.773421,0,0.0,0.0,0.0,0,85.8,0.77,-0.77,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.8989,0.4414,-0.397,0,0.0,0.0,0.0,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,6740.0,140.0,-140.0,0,1.575,0.095,-0.095,0,4.191,0.046,-0.046,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.448,0.069,-0.069,11.618,0.034,-0.034,2023-03-15,2011-11,2023-03-15,,nan,nan,nan,nan
CoRoT-30 b,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0,11.309881,0.851884,-0.851884,0,0.007,0.031,-0.031,0,90.0,0.56,-0.56,0,2455665.5146,0.0012,-0.0012,0,0,0.0,0.16,-0.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.0,1.4,-1.4,0,0.114,0.0032,-0.0032,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,5650.0,100.0,-100.0,0,0.91,0.09,-0.03,0,4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.571,0.126,-0.126,13.562,0.045,-0.045,2020-04-10,2020-03,2020-04-16,,nan,nan,nan,nan
CoRoT-31 b,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,1,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941,0.00075,-0.00075,0,16.36514,3.3627,-3.3627,0,0.02,0.16,-0.16,0,83.2,2.3,-2.3,0,2455843.9445,0.0044,-0.0044,0,0,0.87,0.27,-0.27,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.2,2.9,-2.9,0,0.0699,0.0076,-0.0076,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,5700.0,120.0,-120.0,0,2.15,0.56,-0.66,0,3.85,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.479,0.309,-0.309,13.426,0.038,-0.038,2020-04-10,2020-03,2020-04-16,,nan,nan,nan,nan
CoRoT-32 b,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,6.7183678,8.2e-06,-8.7e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459227.3462,0.0079,-0.0076,0,0,0.49,0.33,-0.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.69,2.63,-3.52,0,0.0597,0.0097,-0.0056,0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,5970.0,100.0,-100.0,0,0.79,0.08,-0.09,0,4.67,0.11,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.626,0.149,-0.149,12.193,0.027,-0.027,2022-05-03,2022-05,2022-05-03,,nan,nan,nan,nan
CoRoT-35 b,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0,18.83108758,1.23298788,-1.23298788,0,0.0,0.0,0.0,0,84.1,0.1,-0.1,0,2456074.2415,0.0018,-0.0018,0,1,0.58,0.06,-0.07,0,1.257,0.034,-0.034,0,4.19,0.08,-0.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,6390.0,130.0,-130.0,0,1.65,0.1,-0.11,0,4.01,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.635,0.229,-0.229,12.935,0.029,-0.029,2022-08-01,2022-07,2022-08-01,,nan,nan,nan,nan
CoRoT-36 b,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,1,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.616531,2.3e-05,-2.3e-05,0,15.80466279,1.5692573,-1.5692573,0,0.0,0.0,0.0,0,85.83,0.26,-0.26,0,2455662.52236,0.00034,-0.00034,0,0,0.573,0.023,-0.025,0,1.01,0.011,-0.011,0,4.98,0.07,-0.07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,6730.0,140.0,-140.0,0,1.52,0.2,-0.1,0,4.16,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.126,0.069,-0.069,11.592,0.021,-0.021,2022-08-01,2022-07,2022-08-01,,nan,nan,nan,nan
CoRoT-4 b,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,9.20205,0.00037,-0.00037,0,13.33871,0.616495,-0.616495,0,0.14,0.0,0.0,1,90.0,0.0,-0.085,0,2454141.36493,0.00089,-0.00089,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6190.0,60.0,-60.0,0,1.17,0.01,-0.03,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.652,0.092,-0.092,12.288,0.03,-0.03,2019-03-18,2017-06,2019-03-21,,nan,nan,nan,nan
CoRoT-5 b,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,4.0379156,1.2e-06,-1.2e-06,0,14.078504,0.515614,-0.504405,0,0.0,0.0,0.0,0,85.68,0.18,-0.17,0,2454400.19896,0.00022,-0.00022,0,0,0.76,0.05,-0.04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.54,0.2,-0.19,0,0.1155,0.00083,-0.00084,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,0.0,0.0,0.0,0,1.115,0.035,-0.033,0,4.339,0.021,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.043,0.149,-0.149,12.546,0.026,-0.026,2019-10-04,2019-02,2019-10-10,,nan,nan,nan,nan
CoRoT-6 b,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,8.8866287,6e-06,-6e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457190.5078,0.0013,-0.0013,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.961,0.069,-0.069,12.119,0.024,-0.024,2022-10-18,2022-04,2022-10-18,,nan,nan,nan,nan
CoRoT-7 b,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,0,<a refstr=HAYWOOD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2517H/abstract target=ref>Haywood et al. 2014</a>,0.85359165,5e-08,-5e-08,0,0.0,0.0,0.0,0,0.12,0.07,-0.07,0,0.0,0.0,0.0,0,2454398.0769,0.0008,-0.0008,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5256.0,91.33,-130.85,0,0.864273,0.053165,-0.040252,0,4.51853,0.075883,-0.075893,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.728,0.027,-0.027,9.806,0.021,-0.021,2018-04-25,2014-01,2015-03-05,,nan,nan,nan,nan
CoRoT-8 b,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,6.212445,7e-06,-7e-06,0,6.938371,0.179344,-0.190553,0,0.0,0.0,0.0,0,88.18,0.08,-0.08,0,2454239.03317,0.00049,-0.00049,0,0,0.54,0.03,-0.02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.7,1.0,-0.8,0,0.0849,0.002,-0.0022,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,0.0,0.0,0.0,0,0.802,0.014,-0.014,0,4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.792,0.034,-0.034,11.463,0.021,-0.021,2019-10-04,2019-02,2019-10-10,,nan,nan,nan,nan
CoRoT-9 b,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,95.272656,6.8e-05,-6.8e-05,0,11.948794,0.840675,-0.706167,0,0.134,0.04,-0.034,0,89.9,0.066,-0.084,0,2455365.52723,0.00037,-0.00037,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5625.0,80.0,-80.0,0,0.96,0.06,-0.06,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.637,0.137,-0.137,11.688,0.023,-0.023,2019-03-18,2017-06,2019-03-21,,nan,nan,nan,nan
DS Tuc A b,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,8.13822217724,3.04122e-06,-3.04122e-06,0,6.17576816,0.47273856,-0.47273856,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2458332.308323,0.00027841,-0.00027841,0,0,0.0,0.0,0.0,0,0.385203,0.00950708,-0.00950708,0,3.2797025,0.0383776,-0.0383776,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5414.0,161.0,-161.0,0,0.951985,0.070578,-0.070578,0,4.438,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.17,0.03,-0.03,6.676,0.034,-0.034,2024-09-16,2017-07,2024-09-16,,nan,nan,nan,nan
EPIC 201170410.02,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,1,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,6.7987,0.0001,-0.0001,0,1.047,0.276,-0.257,0,0.0,0.0,0.0,0,89.0025,0.4142,-0.2885,0,2456813.1485,0.0006,-0.0005,0,0,0.46,0.2,-0.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.034,0.0007,-0.0006,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,3648.0,172.0,-143.0,0,0.282,0.074,-0.069,0,4.999,0.075,-0.075,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17.6984,0.0471,-0.0471,12.619,0.027,-0.027,2020-11-13,2020-08,2020-11-19,,nan,nan,nan,nan
EPIC 201238110 b,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.1696,0.0038,-0.0043,0,2.2,0.54,-0.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456824.4836,0.0063,-0.0051,0,0,0.0,0.0,0.0,0,0.316,0.023,-0.024,0,3.36,0.192,-0.264,0,61.5,15.1,-7.6,0,0.054,0.0034,-0.0054,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.0,0.0,0.0,0,0.374,0.089,-0.035,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.014,1.133,-1.133,11.933,0.024,-0.024,2019-09-05,2019-09,2019-09-05,,nan,nan,nan,nan
EPIC 201427007 b,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,1,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.72091,0.00014,-0.00014,0,1.5,0.2,-0.2,0,0.0,0.0,0.0,0,88.5,10.0,-10.0,0,2457625.7943,0.0027,-0.0023,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.1,0.3,-0.6,0,0.0142,0.0013,-0.00067,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,5633.0,111.0,-111.0,0,0.94,0.09,-0.09,0,4.4,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.321,0.172,-0.172,12.581,0.029,-0.029,2021-10-25,2021-08,2021-10-25,,nan,nan,nan,nan
EPIC 201497682 b,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,1,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.13174,0.00022,-0.00022,0,0.692,0.059,-0.048,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456850.0263,0.0028,-0.0026,0,0,0.21,0.23,-0.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0115,0.0008,-0.0008,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.948,0.183,-0.183,11.438,0.026,-0.026,2019-06-03,2019-07,2019-06-13,,nan,nan,nan,nan
EPIC 201595106 b,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.877183,5.7e-05,-5.7e-05,0,1.40575209,0.20796795,-0.125875,0,0.0,0.0,0.0,0,84.7005,3.77397,-8.6378,0,2457583.04538,0.002704,-0.00264,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.203693,1.0171,-1.740656,0,0.013821,0.001813,-0.001103,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5705.0,50.0,-50.0,0,0.932487,0.06374,-0.037849,0,4.48,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.746,0.069,-0.069,10.218,0.021,-0.021,2018-02-15,2018-03,2018-02-15,,nan,nan,nan,nan
EPIC 201615463 c,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,1,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.80464,0.00091,-0.00105,0,1.22,0.21,-0.17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457621.2227,0.0051,-0.0053,0,0,0.61,0.14,-0.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0093,0.0007,-0.0007,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.081,0.046,-0.046,10.637,0.022,-0.022,2019-06-03,2019-07,2019-06-13,,nan,nan,nan,nan
EPIC 201754305 d,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,1,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.71578,0.00031,-0.00031,0,1.03,0.085,-0.086,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456850.4963,0.0029,-0.0029,0,0,0.21,0.21,-0.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.015,0.001,-0.001,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.668,0.137,-0.137,12.087,0.023,-0.023,2019-06-03,2019-07,2019-06-13,,nan,nan,nan,nan
EPIC 201757695.02,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,1,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.0478,0.0001,-0.0001,0,0.90819,0.05861,-0.06401,0,0.0,0.0,0.0,0,89.2757,0.3689,-0.3717,0,2456811.637,0.0008,-0.0007,0,0,0.12,0.06,-0.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0127,0.0002,-0.0002,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4520.0,108.0,-54.0,0,0.655,0.041,-0.045,0,4.659,0.035,-0.025,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.974,0.137,-0.137,12.149,0.026,-0.026,2020-11-13,2020-08,2020-11-19,,nan,nan,nan,nan
EPIC 201833600 c,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.96165,0.00035,-0.00034,0,1.48,0.14,-0.21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2456813.0387,0.0037,-0.0038,0,0,0.0,0.0,0.0,0,0.0485,0.0036,-0.0038,0,2.16,0.144,-0.168,0,12.4,4.0,-2.0,0,0.0214,0.0014,-0.0026,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.0,0.0,0.0,0,0.634,0.039,-0.045,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.705,0.16,-0.16,11.664,0.023,-0.023,2019-09-05,2019-09,2019-09-05,,nan,nan,nan,nan
